user,sentiment,topic,comment_text
@daveher9554,0.0,0,"As a conservative, I'm speechless...."
@burpeeslurpy,0.0,0,Faster than I expected
@Cyber_Crows,0.8144,2,But remember guys he’s definitely not a fascist and you’re all just overreacting
@BerxeXwede,-0.5994,0,He Piss on The Graves of The Veterans in WW2 with this sign
@jamesmisener3006,0.8126,2,"I got a gesture for you, Elon.  
Two fingers straight up.  From my heart, you can be sure. 🇨🇦"
@NedayIsOnline,0.0,1,He did not mimic it. That was the full fucking salute.
@jdykes1381,0.8374,2,I've made this move before. From my heart to GOD or straight towards the people. Elon was not saluting Hitler.
@MongrelMobiles,0.0,2,Jail time for Nazi salutes in Australia.
@nsbd90now,0.6705,1,"That's not a ""mimic"". It's an enthusiastic endorsement."
@Swagbigail,0.3865,0,"As a Jew, I’ve never been more scared in my entire life"
@defender1238,0.0,2,Elon hitting the heil was NOT on my bucket list
@billythedog763,0.0,1,the trumpers are already make excuses and ignoring what they support and are becoming
@KimPBarnard,0.4588,1,This has been edited out of some broadcasts. Glad I’m not the only that thought I saw what I SAW.
@philippschmitz1787,0.6361,0,To all ppl in America that are still based: Canada is a very beautiful country.
@doesfireburn8532,-0.5423,2,In germany doing this is a crime
@Nonamethankyou128,-0.0274,2,Conservatives please rally around condemning this. This is NOT what  we voted for. Hold your politicians accountable otherwise you are no better than the radical leftists.
@hijack1453,-0.5859,0,Wtf are the Americans doing?
@zehpigeon223,-0.1779,2,"Its sad how he made an awkward gesture in the passion of a moment, filled with intensity and is now being called a Nazi. Guys come on, its not a Nazi obviously."
@kpardee72,0.0,2,People voted for this. They get what they get at this point.
@inciyasar,0.3182,1,"You did not realise who he really is before. Because of that, now openly shows himself to everyone. Finally the truth is out."
@IzzieBarrera,0.5423,1,my father and i let out a bloodcurdling scream as we watched this live. dear god have mercy on us
@Ihayden,0.8811,2,"He literally says what his gesture means ""my hearts goes out to you"" he was projecting his heart towards the crowd, notice his harm doesn't go straight up in front him, but out to the side, and the second time he has his palm up facing the crowd like raising a hand, not at an angle that is seen in the actual salute"
@Jakejackson1980,0.0,2,We got a nazi in government before gta6
@albertmeyer8983,-0.7568,0,Shocking psychopath! he should be jailed!
@kcstereo,0.0,1,THIS SHOLD BE BREAKING NEWS ON ALL NEWS MEDIA!!!!!!!!!!!
@ratanalankaragalle8245,0.5994,2,Warm welcome for your salute.
@Michael-sb1gj,-0.6249,1,Think im beginning to understand why he got bullied as a child
@headtheballington,-0.3182,2,"One of the funniest things about modern nazis is how they admire the original nazis, while ignoring how they all turned on each other and tried to have each other killed or blamed."
@ernesto5855,0.0,2,In my country this would be investigated now.
@georgesalagean8236,0.6369,1,"He mimic , taking his heart and give it to the public"
@CMacCart,0.5574,2,Just gave my dog my old Space X shirt. He is happily tearing it up
@xhaozhao,0.0,2,Plot Twist: The Crowd did it first.
@MAJ0ROCEL0T,0.3238,2,"His family had actual Nazi Officers in it. His father was a rich south african who had slave mines, there is absolutely NO WAY that Elon doesnt know this salute, so for him to do it, so forcefully, so properly. Its not an accident.

It's a Nazi telling his people he sees them. As a grandson of a german jew who fled to this country from Hitler, this is genuinely so heartbreaking. 

It truly is the end of this country and its core values. Nazis who are buddy buddy with communist. Man FDR and every other post WW2 president is spinning in their grave"
@dontcare9689,0.0,0,This is the real Elon Musk.
@Tommaso-d2o,0.0,0,"He wasn't mimicing, he DID it! for god's sake."
@olivarezmig,0.0,0,dawg this is beyond cooked bro
@mySysters,0.0,1,Mimic? This isn't a mimic.
@Photography-kh5un,0.6486,1,"Me not clicking the video for days thinking it was a clickbait.
God save us all"
@blkmambautube,-0.6115,0,He needs to be asked to explain himself. Shame if Trump does not kick him out. Is this the new America they promised to us? This man is more dangerous than Trump.
@Shalalalala_666,-0.5574,2,This is what my grandpa died in the camps for. This country is delusional.
@Croakin,0.0,2,"Pick a side, alot of us are done with debating."
@sambarnes7234,0.5423,2,That definitely wasn't a Nazi salute omg everyone is reaching on that one
@PianoDentist,0.7651,2,"I see so many people criticizing Germany and other countries for criminalizing this salute. Sure, that's a conversation one can have about freedom of expression and all that, I get it. BUT if any country knows what it was like to have actual OG fascists, it's Germany. Let's not forget what happened in the 1930's and 40's, the legacy on German national consciousness and the will to not give an inch to actual fascistic expressions.  You may not like it, but you surely must understand it? Get some effing historical perspective and learn some pragmaticism."
@markwelch317,0.0,0,"He didn't mimick it.

He is it."
@zeonmx,0.0,0,Certified reich classic
@paciriver4290,0.0,0,How many americans did sacrifice their lifes against the naziz??
@JoybuzzerX,0.0,2,And yet his fans will say it wasn't meant as a nazi salute
@shanetubeman,0.0,0,Bro went from African American to Austria Hungarian real quick.
@aeriagloris4211,-0.2732,2,"My grandfather was one of the most decorated soldiers to come out of world war II in the entire United States; He always told me to be aware of these people and to not give an inch, He said they would be back in my lifetime and here they are."
@mksundstrom,0.3724,0,That was no accident.
@JasonFox-k2i,0.0,1,Cleanse the corruption.  Luigi and Mario time.
@clinthelquist7761,-0.5423,1,What the actual fuck? We have gone full circle in 80 years.
@ytpremium7649,-0.1298,1,"He wasn't trying to do the Nazi salute, he was trying to come up with an Elon salute, and it came out kinda strange"
@juanf5391,0.4404,2,After bending over backwards and making various mental gymnastics you have to hit a point where you label someone for what are. My heart goes out to the WW2 vets who fought to keep this kind of salute from our nation’s capital.
@starseeker1334,0.0,2,Germany would put him behind bars
@1212haro,-0.2023,2,The fascists have arrived.
@mycrazycat858,0.816,2,I’m appalled by his Nazi Salute. His heart was not involved!!! White power should not be allowed in public office or in The People’s White House!!! We are all one Race!!! The Human Race!!! Our Country is Great because of our diversity!!!
@lenns_music,0.0,2,Is that a little square mustache he is starting to grow?
@pinkgirl281982,0.3612,0,May our creator have mercy on us all
@Azshaera666,0.0,0,"Luigi, where you at?"
@Bubbl3Popp,0.3391,2,Once ? Maybe. Twice ? There's no mistake.
@craigmurrayauthor,0.2732,2,"well America, you're going to do nothing about it aren't you"
@matthewbarrett645,0.2235,2,Not even hiding it anymore.
@Trauson,0.0,1,Man in the Highcastle... Man in the Highcastle.... which dimension are we .... in...
@AlvesHeim,0.7598,0,"I'm Jewish by birth, I know the TRUE history, and I fully support Elon Musk (including his Salute) and President Trump"
@Joel82,-0.3182,2,Mimics? He does the actual Hitler Gruss  shocked
@emchammer1815,0.4404,0,Elon is cringe. Trump is cringe. His supporters are cringe.
@OddlyAmusedByAll007,0.8555,2,Ummmmm noooo....if he was throwing   his heart he would have grasped at his heart closing his fist first....not that crisp salute throw.....what have we all just watched....
@rookiebeeeautch5847,0.0,1,The funniest shit of all time
@Nullpersona,0.0,2,This cannot be reality.  I'm going to wake up any moment.
@kcblack3621,-0.8087,2,3 percent of the global population is gone as a result of WW2 and this guy makes this terrible hate filled salute
@AlIles-kr7ve,0.4939,0,All Tesla drivers enjoy.
@TheXbox720,0.2023,2,Nazi salute can't be performed with a smug face.
@lawmain2864,0.0,0,Based
@LordOfTheEyebots,-0.8779,0,This is an insult to every soldier who died in their duty against fascism in Europe. Shameful.
@ArticlesyourDearMother,0.8957,2,That was touch heart and giving love to the people out. That was not Nazi. His intent wasn't a Nazi salute.
@mchili-l5b,0.0,1,my grandfather knew how to deal with nazis
@bambina5604,0.4404,2,Shapiro must be thrilled
@Redhawkbeaver,-0.638,2,"Welp... Turns out everyone was right about him. As a person with zero interest in left or right political anything, let me just say HELL NO!!!"
@sargeantBones,0.3818,1,Bold move considering that Israel is one of your most importan political allies.
@21stcenturyworks36,0.0,2,"He'll do this just for more coverage media attention, he's the master at IT !"
@shaylahenderson3113,0.0,2,"Doing it twice is wild work, he was gonna do it a third"
@kristicuk,-0.5709,2,Absolutely disgusting.
@russellandrews1177,0.0,1,"He didnt mimic it, he did it."
@tuttt99,0.0,1,He didn't mimic it. He actually DID it.
@cup-noodle-love,0.5949,0,America is over. So glad my country has been pumping money into military for the past few years.
@ninsanity8184,0.0,0,"America sh*t the bed, now you gotta sleep in it."
@cosmocubez,0.0,2,I can't think of any other way this could be interpreted
@raczpeter3264,0.0,2,This is Bellamy salute. Found in USA (!)... It means fidelity.
@ethanjoe3306,-0.5411,2,"He did the quiet part out loud!  

Yea and republicans get mad whenever we call em Nazis"
@Alex-the-hobbit,0.0,2,MSM editing this bit out!!
@paulforsell5197,-0.5719,0,This is horrifying
@memeose,-0.4019,2,As a german this is actually insane to see
@lindenchisholm,-0.5106,0,Disturbing af.
@_zip_fly_,0.3182,2,"Please Luigi, hear our call..."
@91tumtum45,0.0,0,He did that in front of Jewish Israeli hostage family members omg!
@keithsaulsbury4304,0.0,1,he didn't mimic a Nazi salute. he did one.....twice. I know what I saw and so do you.
@tobieburn,0.3382,2,"And this was the point that everyone in America went...
""Oh God; What have we done?!"""
@PraetorianAU,-0.25,1,"If millions of people aren't out on the streets in protest, America is already over."
@sammallory,-0.5719,2,Well that was odd as fuck.
@teewoods4886,-0.5106,0,The people defending it are sick
@the_real_vdegenne,0.6249,1,"His recent tweet about ""making EU great again"" takes a whole new perspective."
@vr6one,0.5859,1,"Everyone knows EXACTLY what this is yet, are still making excuses. They really can do anything and get away with it and a lot of people eat it up. Wow."
@GracieM459,0.0,0,America is cooked
@norbertzapf960,0.0,0,Das ist ein römischer Gruß. Eindeutig.
@jakebrowning1401,0.0,1,"Mimics? Or just simply did it… because, ya know…"
@G-B-F123,-0.7908,2,This is NOT out of context! He literally did it TWICE!! Oh no what has America become ️ Our veterans who fought against them must be so disappointed as well
@konjurist,-0.4576,2,this is literally fucking insane.
@mashuu2301,0.4782,2,"Very sus. But with context, this doesn't seem problematic."
@GreenHobbit,0.0,2,Trumplets defending their fuhrer.
@hdc1979,0.9423,0,Anyone reading: I love you all and hope the best for our future. Please consider securing a passport asap.
@tripicus,0.4215,2,Nice. We're in for a bumpy ride.
@Fernandez7809,-0.8452,1,This comment section just shows how bad the propaganda has become. People actually believing into this.. sad world.
@geekworthy7938,0.0,2,Can Trump and the Republicans be more obvious?
@dianeschwartz646,-0.6105,2,Absolutely disgusting!
@dieuble,0.7096,0,good luck america
@lordkreppert6239,-0.34,1,Accidentally doing it twice
@ThanosNikolopoulos,0.4574,2,"It wasn't ""resembling"" it was a clean gesture!"
@richardii5989,-0.1655,1,odd that its here but not on other more “mainstream” news outlets
@zackari,0.0,1,Yall voted for that just remember
@truckerdwill,0.6597,2,He definitely didn’t nazi salute . Dude is just awkward and nerdy. He grabbed his heart and tried to throw it up to the crowd. Y’all seriously don’t see that?
@entalon,0.4939,2,"Save it boys, until it's not taken down."
@theoriginalskinsey,0.5106,0,And the brown shirts cheer
@dfarmer1584,0.0,1,on day one.
@TeuvoSeppo,0.3612,2,He looks like a alien
@deseraehoward5020,-0.7906,2,My Grandfather survived WWII. He was in the Pacific campaign. He died 2008.  I can’t even imagine his sorrow and outrage if he’d seen this.
@revwillyg6450,0.0,2,"""How dare they call us nazis"""
@adelyonismohamed9606,0.669,0,Not surprising to be honest haha
@MarouaneBoukki,0.4404,2,Let's hope he doesn't apply for art school.
@MaryMaryWasHere,-0.7269,0,"Omg, wtf. Elon is nuts"
@KiffJRockka,-0.4767,1,He accidently pressed the wrong emote
@molnarboglarka9062,0.0,1,Is he on drugs or is this his normal state of mind?
@sillygirl-v3y,0.4215,2,"when my nephew shows me his middle finger, I'm proud of him - he just learned the names of his fingers in kindergarten. for him it has such a meaning. if I showed the middle finger to the ""high"" state people, it would have serious consequences. I don't because I am a person who is able to think a few steps ahead and understand that my actions have consequences. if Musk has an understanding of symbols above the average kindergartener and he really is the genius he claims to be then it couldn't be a coincidence"
@laranja3,-0.5209,1,Bro really used the wrong emote
@rantym35,-0.7999,2,Nazi Salute is not acceptable after 6 million died - he needs to be prosecuted
@HFDZ119,-0.2316,1,Doing it twice. You don't even want people to think like this about you.. Until you really want it very bad
@alexandaryu,0.7643,2,"If he thought he was sending a heartfelt greeting to the audience, he should have turned his palm upwards.  Then the greeting would not look like a Nazi salute."
@Im.Smaher,-0.5927,2,People have no idea what a Nazi salute looks like but claim he’s doing one. Yeah society is doomed
@arkandosquad,0.6533,0,Jesus fucking christ god help us....
@christofrothen4612,0.6369,1,"something like that leaves you speechless. he comes from south africa, a country that itself has been oppressed for a long time. in a regime like the nazis, no one has the freedom to travel and trade as elon would like. 

it's a pity that elon is increasingly turning from genius to madman."
@polishpsych,0.4576,2,"He supports pro-Nazi party AfD in Germany, then he does a Nazi salute publicly. In Poland where 6 millions of Polish citizens were exterminated that kind of gesture would land him criminal charges of supporting a totalitarian ideology. That is inexcusable. An apology for the families of victims of Nazis and survivors who fought for the free world should be issued. They didn’t deserve to see such an awful thing on tv from the richest and the most influential person in the world."
@samsosa7164,-0.5009,1,The new Billionaire salute geez voters are so gullible
@kylebewley7790,0.6124,1,Oh the mask has fell off well and truly today hasn’t it?
@JelenabyMax,0.0,1,We told ya!
@Athena4251,-0.5267,0,Liars. He did not.
@darthar7306,0.0,0,US is so cooked
@jamieodonnell160,0.2714,1,"Did you all know Greenland's top mineral are rare earth elements, which are used to make electric cars? And we all know who really wants Greenland!"
@julietteh39,0.5661,2,What have they done? And they are cheering?
@itsvmmc,0.4939,2,I've never experienced this much second hand embarassment in YEARS
@realpano,0.0,2,"I know the Republican Trumpets have their Jaws dropped right now.. Then again, maybe not."
@SickSkwerl,0.5106,2,FREE LUIGI
@dezporter4637,0.0,0,Rip America
@ghitaciprian,-0.2955,2,"come one people, can no one salute or do something without being misinterpreted ????"
@yiosefdln7621,0.0,1,So now the deplorables and Vermin come out of the woodwork ...
@Duh-Nith,0.5106,2,Fun fact: This is actually a South African salute.
@tammywright1959,0.0,2,Anyone have Justin Trudeau's email? Maybe CA can be Southern Canada?
@Icylem0nade,-0.8221,1,"my dad thinks this is fake, we’re so doomed"
@Kensond4000,0.0772,0,"I swear they’re all laughing behinds the scenes, showing each other how much straight up shit they can get away with"
@aidarosullivan5269,0.0,0,Are we the baddies?
@RuskaLover,-0.25,2,Anyone surprised by this? He no longer has to hide it.
@BeauminSherman,-0.4019,2,Anyone that actually believes he is performing a nazi salute is beyond insane.
@billyshay7207,-0.3875,2,He did that after Trump never put his hand on the Bible during his oath. WE KNOW WHICH WAY THIS COUNTRY IS HEADED.
@shedlooney,-0.4767,2,You get the Government you deserve. Shame.
@quonkylops,0.0,2,“This is roman salute”
@aidenkashi6110,0.1847,2,Im Jewish and this wasnt a Nazi salute! The guys just awkward. He visited a concentration camp with ben Shapiro just days prior. People who do Nazi salutes tend to not deny it after
@ivanmadjarov,-0.6597,1,Evil clown show
@bart170,-0.7506,0,Too idiotic to be real. sadly it is
@henry3137,-0.5859,0,Wtf
@JohnMarcus-c1o,-0.5994,2,"Strange behaviour. This is what happens when you take too much amphetamine, the mood of “Aderal” double dose. // sad."
@guiseppe36749,-0.6848,1,"Idk if that's the intention, but it's very unfortunate looking for him"
@Li0Convoy,0.3094,1,"So is this just a publicity stunt because twitter is tanking now so he needs the attention or something???
Doesn't make sense to me other than looking like a POS on TV I guess.

Edit- I heard a bunch of sites are trying to avoid X now?"
,0.296,1,Starship Troopers: Am I a joke to you?
@JesseStone-zv6zn,-0.296,2,How can anyone say this was an accident with a straight face....
@TheObscureMediaArchive,-0.8658,1,"when I saw the pic, I thought it was just an unfortunate freeze-frame of him waving or something. Holy shit was I wrong."
@cheesymiccheeseballs8227,0.2263,1,You guys got it all wrong.  Clearly he is a big FullMetal Alchemist fan
@rediorxd,0.0,1,How so they didnt put him in jail for that?
@JC-pu3jp,0.0,0,...and this is what crackcocaine does to you!!!
@Kit-KatKatty,-0.5848,1,"Turns out, Tesla’s new secret project is a time machine. Elon didn’t salute; he accidentally glitched into 1940s Germany and panicked, thinking he was blending in. “It’s okay, I’m just here to sell electric tanks!”"
@nassifsamuel55,0.5859,2,"Its amazing how many right wingers. Videos and clips, say hes not doing the salute, and not to bealeave wjat you saw him plainly and obviously do twice. It boggles my mind the way these people think"
@cero1258,-0.8918,2,"People see what they want to see, there are natural biases. I am not defending anyone who uses the salute, but I think Elon sincerely fucked up by using the wrong emote due to his tism. The guy isn't a Nazi, there aren't Nazis anymore. The skin head groups that roleplay as Nazis simply are not the same thing. This is just another way to attack Elon. I know people will respond with anger and say ""he is he is! cope!"" but deep down you all know he isn't literally a Nazi. My great grandfather fought in WW2 as well against them."
@MRFrancisco-s5v,0.3802,1,"I knew something was wrong with him when it comes to being rich. Sometimes, I feel like his actions are always out of context in a weird way!"
@matyera,-0.4767,1,When you click the wrong emote.
@melvonmitchell,0.3612,0,Elon was like “Hail Hydra”
@antique7391,-0.5574,2,Maybe it’s not the Hitler salute. Maybe it’s the Roman Fascist Mussolini salute. Just saying..
@polaretto989,0.1386,2,"It can be just two options. 1 he didn't realize the type of ""greeting"" he did kinda reminds of the roman salute. 2 he wanted to do the roman salute without clearly doing it just to see reactions, let's say he did it in a modified way with the meaning staying the same. And jeez in love seeing the conservatives getting angry for anything because they have to show that they are not nazis even tho they are, and try to hide it."
@fabienl4979,-0.7809,2,"Even the neo-nazi don't do this fascist salut better than him. 
He could make'em a 101 tuto for this. 
The first one is so violent and with an anger face. And right after a second time, he just said ""my heart goes to you..."" in case the salute was too obvious."
@mathewpierce1723,0.0,2,You can look at old ww2 footage of  the nazi salute for reference and see that isn't what he was doing
@anthonyuccello8450,0.0,1,Mimic ? He did the saulte
@definitelynotjasonmomoa,0.0,0,"Ladies and Gentlemen I present his final form;

Edolph Muskler"
@cjplays1222,0.7003,2,did anyone watch the whole video “my heart goes out to you” hes obviously throwing his heart out into the crowd… Holy shit you guys are slow
@DidjfjxnxmdiDidjcbfj-f5s,0.6908,2,"he could raise his hand all the way, wave is hand, or make his own gesture, like a new ""Elon Musk gesture"" would be absolutely dope independent from whether we like him or not. But no, he had to mimic Adolf Hitler and raise controversy."
@iii2187,-0.4648,2,"WTF? I used to like this guy now the power was too much for him, he is a megalomaniac"
@pgiannoulou,0.9854,2,"I am not surprised by the fact that many Americans do not know their history. Many people, even in my country Greece, believe that this greeting comes from either ancient Greece or ancient Rome, but this is not written anywhere. This greeting historically first appeared in the 19th century in the United States of America. The creator of the greeting was Francis Julius Bellamy. It seems that he wanted to sell some flags through the company he worked for, to American schools. So on 12/10/1892 he found the opportunity to create the greeting. The greeting means the hand first to the heart and then extended towards the American flag. There are also photographic documents that show children in American schools during the term of President Franklin Delano Roosevelt greeting with Bellamy's greeting. Unfortunately, this salute was abolished in 1942 because it was considered a Nazi symbol. Now the question is: how did the Bellamy salute get appropriated by the fascists and the Nazis? Well, after the first world war, Gabriele D'Annunzio (an Italian Nazi poet and military man) stole the salute and in order not to say that the salute was American, he lied that it came from ancient Rome. That's what happened."
@innerzen4206,-0.894,2,"Not trying to be that guy but it's sad that ""Some"" Jewish individuals are actually trying to defend this.... DUDE this isn't a situation where you think taking THAT side is beneficial....NO...This guy is calling you individuals DIRECTLY!....I mean.... It's odd that Jewish individuals are so outspoken when they themselves aren't under attack....But as soon as they themselves are called out DIRECTLY.....All of a sudden.... It's....""Well maybe it wasn't actually what we seen with our own eyes"" Aren't they the chosen people? You know the people that say they had it worse than blacks??? Not my personal fight but I'm seeing some real coward's man."
@mariejane1567,-0.3736,1,Mimics?? No he just did it
@hassegullmarsvik2572,0.5984,2,That was a very clean heil... he have been practicing that alot to get that smooth straight arm and face. ive give it 9 heil out of 10 for the performance. hee needs to improove his mustache a bit.. give it some square form.
@GC_7217,-0.128,1,"A week or two ago, he was calling those same people stupid that he's saluting today? I just hope I won't run out of popcorn & chardonnay over the next few years."
@POLISH_PATRIOT4EVER,-0.5267,2,"As a person from Poland, this is disgusting."
@TheInvertedMouse,0.4215,1,Mr. Muskolini shows true color?
@kriskris2625,-0.6124,2,He can’t be called racist because he is African American
@4123rqwe,0.3071,2,"First I thought its just a mistake, but after Musk's speech on AFD meeting i'm sure it was not accidentely"
@Bast2996-3kl,0.0,2,"as a german i can confirm this is an ""hitlergruß"""
@hex-space4107,0.4482,2,"My take on this: He’s grabbing his chest, and throws his arm out sayong “my heart goes out to you”. 
I dont think he’s smart enough to nazi salute then think about what this will do with stock prices and quickly complete it with that.."
@angelmatos9143,0.0,0,I just threw my 2 SpaceX t-shirts in the trash & explained to the family why.
@keithdavies1395,-0.7096,2,"B S ,Fascist salute is to the front,not the side.
Morons. UK 🇬🇧"
@mmgsundar,0.5893,2,Looks like weather:  ICE and HAIL!
@DesertDweller1776,0.0,0,He was only following orders!
@Kilic311,0.0,0,THE BOSS
@FLomasterZ,0.0516,2,Ukraine 3 years in war already but people respond well only on symbolism?
@Kavallero,-0.3252,1,This is why South Park isn't as popular as it used to be. This unreal stuff is becoming reality.
@BleachBandit,0.0,2,F y’all the ADL said he didn’t
@scottykhajiit1316,0.8987,2,"Wow, all of you making fun of an autistic person for a little bit of likes. And you say you’re moral. He literally said “my heart goes out to you”. It’s unfortunate that he accidentally did a salute. Y’all are like the bullies that pick on the autistic kid because he’s slightly different."
@nonyabusiness7,0.9625,2,wasnt even how the terrible salute is done with the tilted hand being incorrect & he literally said i throw my heart out or give my heart out. It was awkward & passionate but everyone runs to a conclusion. Funny thing was I saw people show pictures of Harris and Taylor swift look like they were doing it to after this debacle. The internet & people run w it though!  The level of bots or uninformed people is astounding btw!
@supreme_ice_soup7317,0.6571,2,This is Clearly Taken out of Context and He's just waving  in a very passion at Way That looks wrong so relax woke people .. and the media gaslighting the situation doesn't help
@jessicatimm559,0.0,0,Imagine being a PR person for this guy watching this live..
@Theendbeginsagain,-0.2732,2,Is there anything he can’t make look dorky?
@oliviapuchalla3865,-0.0772,2,"Mh, Sorry I throw up in my mouth a little bit."
@YogaJunky12,0.5411,2,"Ok fine republicans, you can have the presidency… but can we go for like McCain or something? Please  I’ll even take Bush back at this point. This is outrageous!"
@DeusVult-q3f,0.5106,2,Now Elon is going to live rent free in your heads for 4 years
@robstak8905,0.1779,2,The second one was cleaner
@benkloss226,0.0,0,Das ist nicht zu entschuldigen
@jdykes1381,0.7717,2,"Anyone can hate. It takes courage to do your soul searching and thinking. Elon is a phenomenal person, and he has the interest of the people at heart."
@undeadcenturion402,-0.3291,2,"Bro, just because the nazis did something doesn't mean that it is especially theirs. Many countries used to use a similar gesture but stopped doing so after the nazis."
@katmiller4069,0.0,2,How is this ok?
@jasonzupke1474,-0.2023,2,It's strange how his facial expressions changed the moment he did that salute.   It was an ALL IN gesture.
@brockobama257,-0.8034,2,"If it weren’t banned across Europe I would think it was unintentional. It is banned across Europe, I’m not sure what to think. I know two things:

1. Ignorance and incompetence are FAR more common than malice.
2. Everyone excusing him by stating it’s a different gesture cannot deny that it is the nazi gesture. The same way the swastika had significant meaning before WWII. Now the swastika still has those meanings along with it representing the nazi party."
@bioscientistandchemist,0.0,0,Elon Musk forgot to do dab
@ChipClip-r3y,0.6643,2,Sorry but it was not a nazi salute! It was done out of excitement and in a gesture of being firm and all in for America
@ZeothGames,0.4003,0,"""We played these games before!"" -Germans right now"
@xlogisticstransporter1696,0.7096,2,He definitely Kanye's friend
@DanielS-w1n,0.0,2,The Salute is older than Nazis.
@AaronEllisOfficial,-0.25,2,"Like, what in the actual fuck"
@adilfazal750,0.729,2,LMMFFFAAAAAOOOOO... Am sure buying a Tesla now! (LOL)
@ConnorMcSweeney-n1x,0.7184,0,I have up a bad time to give up wine hahahaha. May Jesus and Buddha hope he meant that innocently because my heart shakes at third right stuff. Marion is in a mattress.
@tverskojkozel8231,-0.0964,1,He trained this gesture for the meeting with AfD. But he worked so hard and was so overwhelmed that he mixed up everything and used the gesture a couple of weeks earlier.
@Amber-Stardust,0.9541,2,"As a German, he DEFINITELY didn’t do a nazi salute, that is a way to show gratitude, he put his hand on his heart and waved his hand in the air.
people gonna make drama out of everything nowadays… ️"
@wnnewmail,0.6124,1,Thank you thank you for making it happen
@ezequielseery5265,0.0,2,Bunch of babies if anything it is called roman salute and its goes way back in history
@75greenfish62,0.0,0,I can't believe this is happening in 2025.
@kamikaze6295,0.8972,2,"The Neo Nazis recognized Musk as one of them and that was the most important message. Of course, Musk expected the accusations and confrontations. He's not stupid.
He clutches his heart and shows the Hitler salute like the American neo-fascists in the USA
check out some contemporary videos of the Neo Nazis in America. Elon salutes exactly like that. The same greeting is also shown on American History X."
@firsty9354,0.0,0,0:06 you can hear someone gasp
@travislogan302,0.7003,2,"For all non-thinking individuals: The Bellamy salute is a palm-out salute created by James B. Upham as the gesture that was to accompany the Pledge of Allegiance of the United States of America, whose text had been written by Francis Bellamy. It was also known as the ""flag salute"" during the period when it was used with the Pledge of Allegiance. Bellamy promoted the salute and it came to be associated with his name. Both the Pledge and its salute originated in 1892. Later, during the 1920s and 1930s, Italian fascists and Nazi Germans adopted a salute which was very similar, attributed to the so-called Roman salute, a gesture is wrongly attributed to having been used in ancient Rome."
@ZeothGames,0.4767,2,This was our number one talking point today. Greetings from Germany.
@summerrrtime619,0.5673,2,Thank you for being the only journalists to call this what it was!!!!!!!
@sophia-z9q,0.7842,2,its not a nazi salute. if you watch him in other rallys he sometimes cheers diffrently than others. and you can see he is sometimes not good at reading the room. after he did the motion he said “my heart goes out to yall” he just did a hand motion from his heart to the people. some people are just dumb and want attention so they make up stupid stuff.
@danielberg7644,0.5423,2,"Same as ""peace out""  gesture. That wasn't a Nazi salute.  He's trolling liberals."
@ciannolan9713,-0.1909,1,"When I heard he did this my initial thought was, ""surely not, surely that's just an unfortunate still from a larger array of movements"". But no, he just did it. Fucking twice"
@bartvanderpoel9068,0.3612,2,He's actually mimicking the Roman Salut like the Nazis also took it from them
@hoosiercarry1149,0.1182,2,"Just showing a little historical solidarity. Don't know about you, but it gave me some goose-stepping goosebumps."
@onemillioneuros23,-0.4404,1,"Don’t worry, he didn’t actually do it, it was just a mimic"
@Treescout221,-0.6808,2,What the hell was going through his head at that moment.
@DasPferd,-0.7846,2,As a German i can say thats not a Salute BUT i can feel the Anger and Hate soo meby 50/50 HA
@OneYoumark,0.0,2,so he's a confirmed pilotor and now confirmed nazi ? sheesh
@flesz_,0.8555,2,"As a German I love this guy
Reminds me best times"
@leeqskyy,0.7615,2,I think he was just overwhelmed with emotions and wanted to spread the love across the room. Hardtop not see the nazi resemblence but too easy to call is that. Let's ask him and see if he doubles down
@sweetpeanmolly,0.7592,2,The NATZI salute does NOT INCLUDE A TAP ON ONES HEART! Get it right!
@michaellaber6574,0.6595,2,"Wasn't a nazi salute. He had no motive to do one. He's not a communist, or a socialist, and doesn't hate the Jews. He was doing an awkward my heart goes out to you."
@Murr250,-0.4201,2,"I'm gonna make sure to tell first: This is the ""Roman salute"". You can see that on many movies that features the romans, they do the exact same salute in some scenes. I really dislike when notices channels only want to generate polemic over their own ignorance."
@Xxperimental,0.0,0,WHY IS IT SO AGRESSIVE
@Drue7,0.0,0,We are living in dangerous times my friends
@bryce6445,0.6369,2,i see as him showing my heart goes out to you before he says it. just an interpretation
@bear77h20,-0.6597,2,My grandpa was wounded in WW2 fighting people that did this salute :(
@TheGudsdotter,-0.7447,2,"I can understand the gesture perfectly. He puts the hand to the hart = my love, he puts the arm out to the people = it is to you all, and toghether with what he said it means - I love you all for you have made this happened. To try this to mean anything else is just pure evil.  Many of my  people were  killed by Hitler and I am no lover of Nazi ideology,  but I can use my brain and Elon is not a follower of Nazi ideology. To read the comments to Elons` gesture is very disturbing to me. It is like people love to think ill of others and therefore willfully misunderstand them. If you all out there are going to think that all who makes a gesture like that is a Nazi then you will get crazy. Why not go against the real Jew haters who are walking on the streets and scream free Palestine and by that are asking for a genocide of the Jewish people. Or are you one of them who think they have the right to do so, then you should not blame Musk because then you are on the side of them who wants the dead of the Jewish people."
@TracyStarkd,0.8921,2,"There's nothing wrong with the gesture lol, I'm just wondering, 
What's the most effective strategy during this period of volatility with the rate cut? Most of my portfolio is in (20% Index funds, 20% CD's 30% Bonds/T-bills and other assets) I want to explore different strategies to benefit from a potential bubble."
